latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd2013,rcvr_clk_ns
40.77441650555556,-73.97123387777779,-45.379,15.30706,57,2025,-14.036,3.388
40.77446061111111,-73.97128993888889,-26.3401,15.30678,57,2025,5.003,-13.726
40.773952977777775,-73.97099741944446,14.9667,15.30650,57,2025,46.310,39.098
40.774140466666665,-73.97103500555556,36.3486,15.30623,57,2025,67.692,70.227
40.774358661111116,-73.971134975,-12.1693,15.30595,57,2025,19.174,42.845
40.77421493888889,-73.97085330555555,-14.4815,15.30567,57,2025,16.861,79.360
40.77409855277778,-73.9707276638889,17.0239,15.30539,57,2025,48.366,91.222
40.773952555555546,-73.97026668333335,10.3916,15.30511,57,2025,41.733,3.916
40.77385780555556,-73.97062763333334,34.5425,15.30484,57,2025,65.885,-14.594
40.774305761111115,-73.9710824277778,-19.4071,15.30456,57,2025,11.936,-45.798
40.77411904166667,-73.97098713611112,34.59,15.30428,57,2025,65.933,13.885
40.77417117222221,-73.97075192222222,-10.2991,15.30400,57,2025,21.043,-17.662
40.77441543888888,-73.97124997222221,-7.8796,15.30373,57,2025,23.464,101.983
40.774165508333326,-73.97069128611112,29.7277,15.30345,57,2025,61.070,-59.097
40.77415212499999,-73.97072091944445,-50.1738,15.30317,57,2025,-18.832,-108.545
40.77468584166667,-73.97176871944446,-32.7224,15.30289,57,2025,-1.378,24.015
40.77411126666667,-73.97061818333333,49.6656,15.30261,57,2025,81.007,15.421
40.77389166388888,-73.97092415,35.4136,15.30178,57,2025,66.757,26.045
40.774322508333334,-73.97123215555557,-24.6418,15.30150,57,2025,6.701,143.625
40.773403438888884,-73.96971524722223,43.0197,15.30123,57,2025,74.360,50.280
40.77460738888889,-73.97142277500001,-55.9931,15.30011,57,2025,-24.650,49.956
40.774126763888894,-73.97082686666668,-41.3394,15.29984,57,2025,-9.997,54.466
40.77399413055556,-73.97068046111113,10.4663,15.29956,57,2025,41.808,-79.533
40.774155316666665,-73.97083640000001,-22.9374,15.29928,57,2025,8.405,-89.739
40.77423616388889,-73.97085776111113,-24.1701,15.29900,57,2025,7.172,-27.928
40.77413739722222,-73.97075574722224,-14.0692,15.29873,57,2025,17.273,65.859
40.77432894444444,-73.97099850555556,9.442,15.29845,57,2025,40.785,73.869
40.77437109166666,-73.970913525,-22.3919,15.29817,57,2025,8.950,9.405
40.77421139999999,-73.97104953333333,-27.8681,15.29789,57,2025,3.475,-23.964
40.774301511111105,-73.97101965000002,-66.5978,15.29761,57,2025,-35.255,-16.327
40.774196255555545,-73.97093416111112,-30.1346,15.29734,57,2025,1.208,143.802
40.77425700833333,-73.97093612222221,-38.377,15.29706,57,2025,-7.034,-14.263
40.77426909166667,-73.97087754166668,-42.8554,15.29678,57,2025,-11.513,64.552
40.77424723611111,-73.97095276666668,-9.4397,15.29650,57,2025,21.903,14.239
40.77425938611111,-73.97097102222224,-20.5118,15.29623,57,2025,10.831,81.530
40.77426700555556,-73.97081512777778,-22.0116,15.29595,57,2025,9.331,66.173
40.77425991944445,-73.97107841666667,8.8598,15.29567,57,2025,40.203,18.373
40.774179363888884,-73.97078874166667,-34.6386,15.29539,57,2025,-3.296,-41.613
40.77430225,-73.97110335,9.6608,15.29511,57,2025,41.004,-17.578
40.774207233333335,-73.97089428888889,7.4833,15.29484,57,2025,38.826,-0.136
40.77433225,-73.97093723888888,-3.7655,15.29456,57,2025,27.577,147.626
40.77425664166667,-73.97098414999999,7.9123,15.29428,57,2025,39.255,-22.187
40.77423757777778,-73.97102121944445,0.5881,15.29400,57,2025,31.931,-24.158
40.77430158333333,-73.97111965000002,13.724,15.29373,57,2025,45.067,-22.565
40.7743144,-73.97090385277778,-17.5285,15.29345,57,2025,13.814,-26.675
40.774210205555555,-73.9707704388889,-5.2818,15.29317,57,2025,26.060,-11.136
40.774381452777774,-73.97109154722223,16.4085,15.29289,57,2025,47.751,92.624
40.77427654166665,-73.97102532777777,-4.0356,15.29261,57,2025,27.307,97.905
40.77421765,-73.97093464166669,-8.8773,15.29234,57,2025,22.465,96.241
40.774269302777775,-73.97096028055557,-14.1736,15.29206,57,2025,17.169,166.161
40.77420163611111,-73.97096683611112,25.9192,15.29178,57,2025,57.262,103.718
40.77418644722222,-73.97109003611114,40.2334,15.29150,57,2025,71.576,58.463
40.77436124166667,-73.97110801944444,2.4618,15.29123,57,2025,33.805,26.578
40.77419642500001,-73.9710508,69.6099,15.29095,57,2025,100.953,-45.672
40.77428559166667,-73.97122206388889,41.0915,15.29067,57,2025,72.435,-78.126
40.77434650833333,-73.97107838333332,20.3459,15.29039,57,2025,51.689,-57.438
40.77430098888889,-73.97116649166666,37.6953,15.29011,57,2025,69.038,-6.211
40.77417400833333,-73.97098436388887,0.9741,15.28984,57,2025,32.317,34.065
40.774329275,-73.97102775833334,26.1255,15.28956,57,2025,57.468,-9.924
40.774358094444445,-73.97123499444446,59.1055,15.28928,57,2025,90.449,-83.424
40.77433511666666,-73.97116150833334,55.657,15.28900,57,2025,87.000,124.622
40.7742023361111,-73.97093271388889,29.3188,15.28873,57,2025,60.661,51.800
40.77457437777778,-73.97121351944445,-59.6205,15.28845,57,2025,-28.278,4.920
40.77430963888889,-73.97091860833335,-40.2548,15.28817,57,2025,-8.912,24.021
40.77422495833334,-73.97091523333332,-11.6119,15.28789,57,2025,19.731,2.164
40.77409940833333,-73.97087932222225,15.3378,15.28761,57,2025,46.680,46.135
40.774429874999996,-73.97106711388889,2.4044,15.28734,57,2025,33.747,-38.835
40.77432383333333,-73.97107604722223,17.2989,15.28706,57,2025,48.642,117.991
40.77427913333333,-73.97083512500001,-11.3888,15.28678,57,2025,19.953,164.701
40.774283225000005,-73.97098189166667,-4.8573,15.28650,57,2025,26.485,-33.253
40.77428900833333,-73.97085608055558,2.245,15.28623,57,2025,33.587,51.145
40.77437631944444,-73.97097136666667,-12.566,15.28595,57,2025,18.776,-23.079
40.77426170555555,-73.97085420277779,-0.7841,15.28567,57,2025,30.558,-47.577
40.774290333333326,-73.97081938888888,-41.1335,15.28539,57,2025,-9.791,-45.901
40.77427571944445,-73.97087846388892,0.6707,15.28511,57,2025,32.013,110.770
40.7742564611111,-73.97110828333334,30.6689,15.28484,57,2025,62.012,-24.392
40.77437211944444,-73.97089165277777,-14.9341,15.28456,57,2025,16.408,29.687
40.77431184166667,-73.970892375,-7.2961,15.28428,57,2025,24.046,101.948
40.77432741111111,-73.97092071666667,11.7716,15.28400,57,2025,43.114,65.871
40.77422046666666,-73.97099890833333,49.6495,15.28373,57,2025,80.992,109.700
40.77430989722222,-73.97106588333334,41.6072,15.28345,57,2025,72.950,-42.729
40.77429411111111,-73.97114765833334,55.5889,15.28317,57,2025,86.932,21.179
40.77414335277778,-73.97090469444443,62.9068,15.28289,57,2025,94.249,102.167
40.77421597222221,-73.970688825,27.6578,15.28261,57,2025,59.000,62.341
40.77430346666666,-73.97090253333333,15.1322,15.28234,57,2025,46.475,87.863
40.77416888888889,-73.97090451944445,35.7648,15.28206,57,2025,67.107,41.524
40.774394658333335,-73.97099688333334,26.2398,15.28178,57,2025,57.582,87.772
40.77439941388889,-73.97085042222224,-21.8059,15.28150,57,2025,9.536,0.807
40.77426960555555,-73.97095501111113,-8.2205,15.28123,57,2025,23.122,-11.126
40.774335038888886,-73.97104155833334,4.6876,15.28095,57,2025,36.030,-46.650
40.77409776944445,-73.97066670277779,5.318,15.28067,57,2025,36.660,-176.516
40.77409937777778,-73.9709489888889,47.11,15.28039,57,2025,78.453,-64.680
40.774385224999996,-73.9709893,-11.201,15.28011,57,2025,20.142,-65.496
40.77445797499999,-73.970815625,-9.1505,15.27984,57,2025,22.191,-46.815
40.77440832222222,-73.9709452361111,-19.4107,15.27956,57,2025,11.932,-50.130
40.77447072222222,-73.97090220000001,0.7941,15.27928,57,2025,32.136,39.973
40.774269249999996,-73.97089417222223,0.4406,15.27900,57,2025,31.783,-12.664
40.77441475277778,-73.97098380555558,-33.7671,15.27873,57,2025,-2.425,-33.176
40.77431081666666,-73.97082606111111,-0.4329,15.27845,57,2025,30.909,-10.678
40.774338697222205,-73.97094894444443,5.7359,15.27817,57,2025,37.078,92.234
40.77428182499999,-73.97075079166667,7.1422,15.27789,57,2025,38.484,31.882
40.77424981666667,-73.970862575,33.098,15.27761,57,2025,64.440,-21.304
40.77425861388889,-73.97088493055556,87.7724,15.27734,57,2025,119.115,47.692
40.7744863,-73.97106021111112,-16.5929,15.27706,57,2025,14.750,29.924
40.77429623611111,-73.97086308333334,3.9715,15.27678,57,2025,35.314,129.103
40.77425577222222,-73.97081464166666,1.316,15.27650,57,2025,32.658,-9.059
40.77426858333333,-73.97074064999998,4.7741,15.27623,57,2025,36.116,55.041
40.77447018888889,-73.97095563333333,-9.3756,15.27595,57,2025,21.967,114.333
40.774314961111116,-73.97083780277778,47.8254,15.27567,57,2025,79.168,-27.790
40.77433738055556,-73.97089985833334,50.1777,15.27539,57,2025,81.520,-50.570
40.7743754111111,-73.97080262222222,38.0183,15.27511,57,2025,69.360,-37.956
40.774188244444446,-73.97085444444447,24.2047,15.27484,57,2025,55.547,-56.849
40.77424867222222,-73.97090277777778,2.6002,15.27456,57,2025,33.943,-46.585
40.774299397222215,-73.97095079444443,-16.6945,15.27428,57,2025,14.648,-115.256
40.774288524999996,-73.9709203,-1.6739,15.27400,57,2025,29.669,-57.270
40.77413308333333,-73.97099565,-3.5126,15.27373,57,2025,27.830,44.158
40.77434255833332,-73.97081525,-1.0114,15.27345,57,2025,30.331,-31.147
40.77436976944444,-73.9709814,-7.8814,15.27317,57,2025,23.461,61.078
40.77420960833333,-73.97103330555555,-16.7233,15.27289,57,2025,14.620,-88.763
40.77417558888889,-73.97102027777778,-27.4503,15.27261,57,2025,3.893,-115.239
40.77417318888889,-73.97101842777776,-28.6403,15.27234,57,2025,2.703,-25.565
40.77410428055555,-73.97099518333333,1.1148,15.27206,57,2025,32.458,-31.856
40.77423687499999,-73.97094429722223,2.3185,15.27178,57,2025,33.661,107.039
40.77437729166667,-73.97091311666667,19.6514,15.27150,57,2025,50.994,85.929
40.77426793611111,-73.97092682222222,14.0737,15.27123,57,2025,45.416,43.064
40.77429907777777,-73.97093930833333,33.0196,15.27095,57,2025,64.362,7.863
40.77415887499999,-73.97083023055556,27.2878,15.27067,57,2025,58.630,33.635
40.77422351944444,-73.97094822222222,36.4681,15.27039,57,2025,67.811,-23.914
40.774213277777775,-73.9708936888889,13.5492,15.27011,57,2025,44.892,-27.735
40.77413993333334,-73.9707682,14.1894,15.26984,57,2025,45.532,4.751
40.774273125,-73.97091621944445,-15.269,15.26956,57,2025,16.073,-35.293
40.77415101111111,-73.97093681944446,17.1792,15.26928,57,2025,48.522,-35.716
40.77416775833334,-73.97114358611111,4.0142,15.26900,57,2025,35.357,69.603
40.77428067499999,-73.97119299722222,-5.9189,15.26873,57,2025,25.424,41.958
40.774180969444444,-73.97081187777779,3.0915,15.26845,57,2025,34.434,91.458
40.77436522777778,-73.97084549999998,21.2197,15.26817,57,2025,52.562,-86.711
40.77426099166667,-73.97071635277779,24.065,15.26789,57,2025,55.407,-16.341
40.774279919444446,-73.97084253888889,-1.5677,15.26761,57,2025,29.775,22.570
40.77435593611111,-73.97091688333333,-9.1948,15.26734,57,2025,22.148,-44.604
40.77431617222222,-73.9709789111111,-1.2232,15.26706,57,2025,30.119,62.394
40.77420388611111,-73.97083068333333,27.9905,15.26678,57,2025,59.333,80.637
40.77423557777778,-73.97096201666666,5.3553,15.26650,57,2025,36.698,-86.911
40.77427619444445,-73.97084872222223,-6.6455,15.26623,57,2025,24.697,-75.639
40.774236374999994,-73.97082694722222,-4.7053,15.26595,57,2025,26.637,-7.560
40.77434580555555,-73.97100721944446,-18.7739,15.26567,57,2025,12.569,-34.934
40.77424722777778,-73.97080779722222,-21.8634,15.26539,57,2025,9.479,-37.969
40.77434489166667,-73.97090765833335,-10.8473,15.26511,57,2025,20.495,36.600
40.77424965,-73.97072067222223,8.5973,15.26484,57,2025,39.939,-50.727
40.77394998333334,-73.97034903333332,89.4781,15.26456,57,2025,120.819,65.465
40.77443745555556,-73.9707718388889,-17.2934,15.26428,57,2025,14.048,4.804
40.774588205555546,-73.97105215833334,-11.7433,15.26400,57,2025,19.599,-26.043
40.77397067222222,-73.9704287638889,17.0755,15.26373,57,2025,48.417,-35.227
40.77423922777777,-73.97073267500001,-44.585,15.26345,57,2025,-13.243,-35.146
40.77428490833333,-73.97099706944445,-16.097,15.26317,57,2025,15.246,104.007
40.77431046944444,-73.97093208888889,7.157,15.26289,57,2025,38.499,40.862
40.77467159444444,-73.97092253055557,-26.7688,15.26261,57,2025,4.573,20.627
40.7744967,-73.97081366944445,-6.6297,15.26234,57,2025,24.712,-72.293
40.77466766111111,-73.97106853611113,-10.388,15.26206,57,2025,20.954,149.589
40.77447827222222,-73.9709567388889,-0.4089,15.26178,57,2025,30.933,117.972
40.77431871388889,-73.97100011388889,13.9555,15.26150,57,2025,45.298,-45.277
40.77443865,-73.97087536944444,-48.5185,15.26123,57,2025,-17.176,-42.564
40.774324477777775,-73.97087523611111,-47.1958,15.26095,57,2025,-15.854,16.856
40.77425964166667,-73.97087236944445,-40.3175,15.26067,57,2025,-8.975,35.099
40.77441774999999,-73.97095110277778,-80.4826,15.26039,57,2025,-49.140,128.693
40.77455918888889,-73.9709634888889,-93.1389,15.26011,57,2025,-61.797,102.006
40.77420018055555,-73.97079254166668,-14.3889,15.25984,57,2025,16.953,48.522
40.77436349166666,-73.97084808055556,-14.286,15.25956,57,2025,17.056,121.015
40.774060891666664,-73.97072105555556,6.7859,15.25928,57,2025,38.128,-63.963
40.77422183055554,-73.9708763,-19.674,15.25900,57,2025,11.668,79.413
40.77431856388889,-73.97087150555555,-28.0828,15.25873,57,2025,3.259,-60.363
40.774257475,-73.97083926944444,-4.8434,15.25845,57,2025,26.499,-25.664
40.774342475,-73.97083541944444,-17.6748,15.25817,57,2025,13.667,162.374
40.774011,-73.97040403611112,144.7881,15.25789,57,2025,176.130,-194.674
40.77418613333332,-73.97081688333334,32.5225,15.25761,57,2025,63.865,-54.341
40.774464816666665,-73.97091448611111,5.075,15.25734,57,2025,36.417,164.686
40.773869127777786,-73.97124636666666,-2.8256,15.25706,57,2025,28.518,-23.885
40.774358955555556,-73.97090459166667,-5.6731,15.25678,57,2025,25.669,18.675
40.774355308333334,-73.97076306666668,-26.7149,15.25650,57,2025,4.627,18.240
40.774335949999994,-73.97097406944447,-1.7114,15.25623,57,2025,29.631,-4.237
40.7742193111111,-73.97081336666669,9.7738,15.25595,57,2025,41.116,32.709
40.77443977222223,-73.97105989444447,-10.0715,15.25567,57,2025,21.271,-10.650
40.774319758333334,-73.97100855277777,1.6536,15.25539,57,2025,32.996,-88.792
40.773508299999996,-73.97239976111112,232.912,15.25511,57,2025,264.259,133.913
40.77405486944444,-73.97146091666667,44.5303,15.25484,57,2025,75.874,-35.625
40.77345671111111,-73.97247997777778,241.0906,15.25456,57,2025,272.438,81.843
40.772900641666666,-73.97438725833334,371.8031,15.25428,57,2025,403.156,42.041
40.77365448055556,-73.9710706361111,193.0532,15.25400,57,2025,224.397,44.586
40.772416952777775,-73.97470073888888,525.8471,15.25373,57,2025,557.202,-16.863
40.77419878055555,-73.97081853888889,6.0269,15.25345,57,2025,37.369,1.680
40.774245888888885,-73.97114728055556,27.5029,15.25317,57,2025,58.846,39.815
40.77438081388888,-73.97087504444444,-15.3131,15.25289,57,2025,16.029,101.889
40.774324030555555,-73.97112109166667,-11.6572,15.25261,57,2025,19.686,73.683
40.774132647222224,-73.97059911666666,-15.4582,15.25234,57,2025,15.884,-59.496
40.77401380833332,-73.97042455555557,-34.959,15.25206,57,2025,-3.618,-73.809
40.77406334166666,-73.97035599166666,36.4561,15.25178,57,2025,67.797,23.730
40.77427453611111,-73.97064487777779,27.204,15.25150,57,2025,58.546,64.912
40.77415492777778,-73.97061364166669,11.2906,15.25123,57,2025,42.632,-20.877
40.77422422222222,-73.97068868888888,4.0615,15.25095,57,2025,35.403,-10.068
40.77378853055556,-73.9712249888889,76.189,15.25067,57,2025,107.533,-3.633
40.77418152222222,-73.97139672222222,20.421,15.25039,57,2025,51.765,48.521
40.773802797222224,-73.97111430555556,90.7682,15.25011,57,2025,122.112,91.968
40.77428931111111,-73.97076708611111,-15.4161,15.24984,57,2025,15.926,6.962
40.77392803611111,-73.97132330277778,46.1779,15.24956,57,2025,77.522,69.340
40.774242727777775,-73.97075958611111,8.496,15.24928,57,2025,39.838,116.846
40.77450611388889,-73.97079276388891,-31.0189,15.24900,57,2025,0.323,100.598
40.77389404999999,-73.97032356944445,110.7543,15.24872,57,2025,142.096,7.423
40.77443814722222,-73.97060331944446,16.5731,15.24845,57,2025,47.915,-39.865
40.774447736111114,-73.97080437222223,-10.3398,15.24817,57,2025,21.002,-12.467
40.77438653888888,-73.97060169166669,9.8286,15.24789,57,2025,41.170,159.850
40.774413297222225,-73.97077462777779,29.2423,15.24761,57,2025,60.584,161.057
40.77431014722222,-73.9708959138889,19.0243,15.24706,57,2025,50.367,-46.075
40.77488638888888,-73.97101133055556,-86.0627,15.24650,57,2025,-54.721,77.569
40.7746385611111,-73.97078206388889,-53.9949,15.24567,57,2025,-22.653,43.194
40.774616916666666,-73.97103142222225,55.0035,15.24539,57,2025,86.346,-17.739
40.77432674166666,-73.97048654444444,10.2818,15.24511,57,2025,41.623,-29.058
40.77442500555556,-73.97055216666666,-46.0964,15.24484,57,2025,-14.755,36.283
40.77441058333334,-73.971093525,-4.35,15.24456,57,2025,26.993,-81.720
40.77422495,-73.97059948333334,50.0322,15.24428,57,2025,81.374,-47.869
40.77427386666667,-73.97059069444444,36.501,15.24400,57,2025,67.843,-113.659
40.77452633055555,-73.97084542500001,-47.294,15.24373,57,2025,-15.952,-162.569
40.77443028611111,-73.97071264166667,-51.1683,15.24345,57,2025,-19.827,96.741
40.774494766666656,-73.97064761944443,31.3153,15.24317,57,2025,62.657,-53.263
40.77443110555556,-73.97061235833334,-5.3321,15.24289,57,2025,26.009,47.333
40.77429278055555,-73.97077573611111,-49.2132,15.24261,57,2025,-17.871,45.541
40.77421085833333,-73.97064019444444,44.2225,15.24234,57,2025,75.564,-67.269
40.774415244444434,-73.97073045,19.7911,15.24206,57,2025,51.133,32.831
40.77434735833333,-73.97060332777778,0.319,15.24178,57,2025,31.661,39.265
40.77439330833332,-73.97072814722222,-6.7611,15.24150,57,2025,24.581,-14.448
40.774147736111104,-73.9706984638889,9.5385,15.24123,57,2025,40.881,-24.450
40.77429729999999,-73.97071064444444,6.9962,15.24095,57,2025,38.338,11.064
40.77425667222222,-73.97080656666667,-40.6739,15.24067,57,2025,-9.332,31.404
40.77446784166666,-73.97076614444444,-30.0661,15.24039,57,2025,1.276,105.356
40.77429973055555,-73.97078557222223,-35.0816,15.24011,57,2025,-3.740,136.282
40.774263222222224,-73.97078144722222,-14.7166,15.23984,57,2025,16.626,54.996
40.77401944999999,-73.97066557222225,4.7798,15.23956,57,2025,36.122,65.829
40.77417520833333,-73.97109169444447,-5.8522,15.23928,57,2025,25.491,65.398
40.77428501666667,-73.97081739722222,42.7261,15.23900,57,2025,74.068,208.410
40.77416706944444,-73.9707712,-26.719,15.23872,57,2025,4.623,22.732
40.774191394444436,-73.97082231944445,-1.9123,15.23845,57,2025,29.430,-46.919
40.774328355555554,-73.97077472222222,-8.5174,15.23817,57,2025,22.825,72.503
40.77422461111111,-73.97086678333334,-8.4525,15.23789,57,2025,22.890,-22.870
40.77422323055555,-73.97085550833333,0.2124,15.23761,57,2025,31.555,85.859
40.77424841111111,-73.97092785277778,-9.8135,15.23734,57,2025,21.529,-81.674
40.77421306666667,-73.97078570000004,-10.3787,15.23706,57,2025,20.963,22.609
40.77416551388889,-73.97079414166666,-10.887,15.23678,57,2025,20.455,-26.937
40.774280202777774,-73.9707066138889,28.8847,15.23650,57,2025,60.227,71.267
40.7742534,-73.97073070555555,-36.8455,15.23623,57,2025,-5.504,-17.245
40.77411544444443,-73.97057591944444,-7.9432,15.23595,57,2025,23.399,-12.779
40.774201113888886,-73.97059739722222,15.6215,15.23567,57,2025,46.963,-93.609
40.77425126666666,-73.97094035833334,-8.3494,15.23539,57,2025,22.993,39.402
40.774351591666665,-73.97071260277781,-13.6988,15.23511,57,2025,17.643,-75.032
40.774311813888886,-73.97089641111111,18.8677,15.23484,57,2025,50.210,78.668
40.774329647222224,-73.97099211944445,15.0224,15.23456,57,2025,46.365,-11.069
40.77433626666667,-73.97096404722221,27.4613,15.23428,57,2025,58.804,-23.534
40.77431042222222,-73.97090919722223,-14.4013,15.23400,57,2025,16.941,-52.858
40.77428590555556,-73.97093099166666,-34.2436,15.23373,57,2025,-2.901,-19.933
40.774119005555555,-73.97124162777779,11.9372,15.23345,57,2025,43.281,-8.221
40.77410598333334,-73.97096040833334,-42.2037,15.23317,57,2025,-10.861,-50.482
40.774111525,-73.97076918055556,-24.2909,15.23289,57,2025,7.051,-89.844
40.774294725000004,-73.97078485277777,-43.4713,15.23261,57,2025,-12.129,84.992
40.774340377777776,-73.97078239166667,-20.7455,15.23234,57,2025,10.597,107.493
40.774370994444446,-73.97070222222224,-0.0061,15.23206,57,2025,31.336,-60.592
40.77421312222222,-73.97085481944444,5.8295,15.23178,57,2025,37.172,-106.479
40.774201525,-73.97080035277779,-20.4678,15.23150,57,2025,10.874,-29.688
40.77422801666667,-73.97075061111111,33.1711,15.23123,57,2025,64.513,13.905
40.77418018611112,-73.97085889722223,-18.2011,15.23095,57,2025,13.141,28.919
40.77398923055556,-73.9708172,-14.2311,15.23067,57,2025,17.111,84.596
40.77436046388889,-73.97071743333336,25.2893,15.23039,57,2025,56.631,79.739
40.77436095,-73.97070280277778,27.0829,15.23011,57,2025,58.425,96.595
40.77424528055555,-73.97072307222223,19.898,15.22984,57,2025,51.240,128.808
40.77452995555555,-73.97074905833337,51.3781,15.22956,57,2025,82.720,-3.837
40.774452072222225,-73.97069886111113,3.878,15.22928,57,2025,35.220,-91.561
40.77428090555555,-73.97070786666666,-36.828,15.22900,57,2025,-5.486,-154.889
40.774386247222225,-73.97058531111111,-3.7443,15.22873,57,2025,27.597,-157.743
40.774272616666664,-73.97063988055555,-0.1908,15.22845,57,2025,31.151,37.818
40.77423675555555,-73.97045573611112,43.0536,15.22817,57,2025,74.395,40.614
40.774481055555555,-73.97062225833334,21.3768,15.22789,57,2025,52.718,-140.082
40.77449247222222,-73.97079416111112,-3.9334,15.22761,57,2025,27.408,105.837
40.77456880555555,-73.97082182222222,-48.9376,15.22734,57,2025,-17.596,95.374
40.77462837777777,-73.97068900277777,32.2749,15.22706,57,2025,63.616,-42.611
40.77456746666666,-73.97089903055556,-15.976,15.22678,57,2025,15.366,46.474
40.774147461111106,-73.97074313055556,47.2481,15.22650,57,2025,78.590,40.130
40.774154599999996,-73.97066825555554,46.8024,15.22623,57,2025,78.144,95.492
40.774216377777776,-73.97068873055557,21.8188,15.22595,57,2025,53.161,11.447
40.77445423888888,-73.97075477222222,-49.6287,15.22567,57,2025,-18.287,-16.637
40.77437382499999,-73.97083843333334,-29.6645,15.22539,57,2025,1.678,114.457
40.774490227777775,-73.97098216388889,-5.7883,15.22511,57,2025,25.554,-25.048
40.77438039444444,-73.97081720555558,3.6641,15.22484,57,2025,35.006,-8.419
40.77418468333333,-73.97104191666666,43.0768,15.22456,57,2025,74.420,16.581
40.77426902222222,-73.97093269444443,-2.055,15.22428,57,2025,29.288,-13.504
40.77418053333333,-73.97115779166668,-55.556,15.22400,57,2025,-24.213,57.428
40.77424120277778,-73.9709448388889,20.0559,15.22373,57,2025,51.398,115.889
40.77419877777777,-73.97092339166669,-4.482,15.22345,57,2025,26.861,40.091
40.77423413611111,-73.97093688055554,-61.1244,15.22317,57,2025,-29.782,27.876
40.77414798611112,-73.97092705555555,-34.9829,15.22289,57,2025,-3.640,-28.219
40.77410821111111,-73.97091340555556,-10.7974,15.22261,57,2025,20.545,-195.138
40.77426518055556,-73.97080364444446,-40.5617,15.22234,57,2025,-9.220,12.332
40.774162766666656,-73.97057418888889,65.729,15.22206,57,2025,97.071,20.677
40.77431938055555,-73.97066043888888,5.4168,15.22178,57,2025,36.759,-50.472
40.774415930555556,-73.9708219861111,-36.2442,15.22150,57,2025,-4.902,72.755
40.77434353611111,-73.97081409444446,-49.1166,15.22123,57,2025,-17.774,-26.408
40.774136669444445,-73.970690225,12.3143,15.22095,57,2025,43.656,5.827
40.77428776111111,-73.97092363888889,-69.4812,15.22067,57,2025,-38.139,-5.990
40.77436325833333,-73.97071848611111,-35.6709,15.22039,57,2025,-4.329,37.342
40.774332277777766,-73.97103642222223,-93.9857,15.22011,57,2025,-62.643,27.511
40.77427978888889,-73.97060648333334,12.7226,15.21984,57,2025,44.064,-52.878
40.77433944722222,-73.97084886111111,-23.8991,15.21956,57,2025,7.443,-76.161
40.774261808333335,-73.97075905,-8.0943,15.21928,57,2025,23.248,-21.587
40.77434286666666,-73.97077612499999,3.1841,15.21900,57,2025,34.526,-46.288
40.774140419444436,-73.97063116944446,44.4481,15.21873,57,2025,75.790,78.257
40.774386058333334,-73.97078202222222,3.8746,15.21845,57,2025,35.217,46.348
40.77423757222221,-73.97078435555554,12.0444,15.21817,57,2025,43.387,-30.668
40.77438064444444,-73.97065941666666,-28.1819,15.21789,57,2025,3.160,171.065
40.774244291666676,-73.97070974166665,-9.8323,15.21761,57,2025,21.510,84.572
